window_id,data_source,timestamp_start,timestamp_end,window_duration_ms,vibration_mean,vibration_rms,vibration_std,vibration_variance,vibration_min,vibration_max,vibration_range,vibration_peak_to_peak,vibration_trend,rpm_mean,rpm_rms,rpm_std,rpm_variance,rpm_min,rpm_max,rpm_range,rpm_peak_to_peak,rpm_trend,object_temperature_mean,object_temperature_rms,object_temperature_std,object_temperature_variance,object_temperature_min,object_temperature_max,object_temperature_range,object_temperature_peak_to_peak,object_temperature_trend,room_temperature_mean,room_temperature_rms,room_temperature_std,room_temperature_variance,room_temperature_min,room_temperature_max,room_temperature_range,room_temperature_peak_to_peak,room_temperature_trend,distance_mean,distance_rms,distance_std,distance_variance,distance_min,distance_max,distance_range,distance_peak_to_peak,distance_trend,belt_height_mean,belt_height_rms,belt_height_std,belt_height_variance,belt_height_min,belt_height_max,belt_height_range,belt_height_peak_to_peak,belt_height_trend,status
10,SYNTHETIC,100000,109000,9000,6.332423077640277,6.845819882165848,2.6010897379417806,6.765667824826042,1.8482404669507937,9.528752120659972,7.680511653709178,7.680511653709178,-0.05260898864113628,119179.90754050468,119375.26493903119,6826.676929564345,46603517.900646076,110150.140656,129972.19030023832,19822.049644238316,19822.049644238316,3701.6758086181944,36.14939487160167,36.264463276239994,2.8866151684589254,8.332547130777149,31.307518133763185,39.92807957270445,8.620561438941262,8.620561438941262,-5.842543214447083,36.288105020304954,36.398406868875675,2.83151136807426,8.017456627533766,31.866921182812654,39.59379272315231,7.726871540339658,7.726871540339658,-0.15498341972668328,1.794891108815881,1.9335397970420998,0.7189868248023058,0.5169420542393016,0.467353553485809,2.7629142775318924,2.2955607240460836,2.2955607240460836,0.6259132651934829,12.205108891184118,12.226267832004211,0.7189868248023054,0.516942054239301,11.237085722468109,13.53264644651419,2.295560724046082,2.295560724046082,-0.6259132651934838,NORMAL
11,SYNTHETIC,110000,119000,9000,5.500396807294688,5.842198493546239,1.9689891315841102,3.8769182002963483,2.555600489865239,8.538205700012906,5.982605210147667,5.982605210147667,1.509486447645723,120528.02341730618,120719.2206848516,6791.598771659074,46125813.87520105,111392.81273182789,129616.42291066068,18223.610178832794,18223.610178832794,14617.70953857468,33.43786496393331,33.554493887489116,2.795218542315684,7.813246699305418,30.14124733476824,39.27668402454221,9.135436689773972,9.135436689773972,-2.789182866346799,34.38460457258303,34.442799229747465,2.001346338791708,4.005387167794973,31.594930717608563,37.11162798194157,5.516697264333004,5.516697264333004,-0.2895736328413676,1.7994849231986243,1.8975038372701178,0.6019757666515019,0.3623748236356634,0.95005168581633,2.6225136734060515,1.6724619875897213,1.6724619875897213,0.4533974037921926,12.200515076801377,12.215356849592784,0.6019757666515014,0.36237482363566287,11.37748632659395,13.04994831418367,1.6724619875897204,1.6724619875897204,-0.4533974037921915,NORMAL
12,SYNTHETIC,120000,129000,9000,4.023006120625535,4.47403424934389,1.9576527316435954,3.8324042177116313,1.3662047299846538,6.718650093682417,5.352445363697763,5.352445363697763,0.031210108731793085,121183.04370574714,121292.97038016043,5162.807555337928,26654581.85345439,112236.89604761354,129840.8401105611,17603.944062947558,17603.944062947558,6571.774965979377,32.32466923058247,32.35154361066466,1.3183827692185568,1.7381331261723905,30.25204947126162,33.851677373559696,3.5996279022980744,3.5996279022980744,-2.487012214798831,33.9668742930038,34.05924915718463,2.506771611946338,6.283903914460043,31.288774046704752,39.43947125862597,8.15069721192122,8.15069721192122,7.817671909188125,2.1251981197432763,2.2554085054263573,0.7552486201173739,0.5704004781891974,0.6271836931146764,2.990214726976765,2.3630310338620886,2.3630310338620886,-0.11879582864205673,11.874801880256722,11.89879490425555,0.7552486201173744,0.570400478189198,11.009785273023237,13.372816306885325,2.3630310338620877,2.3630310338620877,0.11879582864205673,NORMAL
13,SYNTHETIC,130000,139000,9000,5.350448318495048,6.043409547765302,2.809893548363411,7.895501753134321,1.200674065061338,9.43532107652472,8.234647011463384,8.234647011463384,-0.7731941238071387,120487.16712013686,120646.05244099567,6189.711540911392,38312528.95969168,111028.3830911386,129988.43818448376,18960.05509334516,18960.05509334516,-6543.149560014863,36.61169293268583,36.69605662568874,2.486868005841302,6.184512478477093,32.02114300156467,39.90809765551122,7.886954653946553,7.886954653946553,6.421580574259778,35.00488731093104,35.15591685492678,3.255204180929898,10.59635425954349,30.42957627375645,39.01105313150677,8.58147685775032,8.58147685775032,-0.5025688886779633,1.7930260489194392,1.9023821166442447,0.6357006415162568,0.40411530562418047,0.2570317263162575,2.596718240487549,2.3396865141712917,2.3396865141712917,0.18079388660744522,12.206973951080561,12.223515384208568,0.6357006415162562,0.4041153056241796,11.403281759512453,13.742968273683742,2.339686514171289,2.339686514171289,-0.18079388660744478,NORMAL
14,SYNTHETIC,140000,149000,9000,4.995331856289008,5.3633974287644675,1.9526114883461894,3.8126916244215208,1.1901863029469075,9.25287280377985,8.062686500832942,8.062686500832942,-4.092407008428904,122933.72558259606,123006.67940471249,4235.834340090096,17942292.556686494,116430.913644818,127860.62039072606,11429.706745908057,11429.706745908057,10793.866489356704,36.092802294115295,36.241361413605226,3.278093907968439,10.745899669459792,30.932709053243272,39.942691791632825,9.009982738389553,9.009982738389553,-8.022336718725569,35.49156746765837,35.63396209199953,3.1824350838176776,10.127893062713628,30.63663589318864,39.96015755102527,9.32352165783663,9.32352165783663,-1.1954556282609055,1.2186343199396918,1.3372053119832696,0.5504983566382361,0.3030484406613985,0.2874747411738195,2.133142704581066,1.8456679634072464,1.8456679634072464,0.07054096936239707,12.781365680060308,12.79321527560937,0.5504983566382358,0.3030484406613982,11.866857295418937,13.71252525882618,1.8456679634072426,1.8456679634072426,-0.07054096936239773,NORMAL
15,SYNTHETIC,150000,159000,9000,5.95779001298459,6.417974452119088,2.3864480361479425,5.695134229234372,1.9554665219919036,8.886214792189948,6.930748270198045,6.930748270198045,-0.5072710040349664,116276.4462215554,116435.30003902473,6080.061616747681,36967149.263448425,110010.37488331411,127581.3755931792,17571.000709865082,17571.000709865082,12614.30370427345,34.54953217182096,34.68675719554609,3.082361343365993,9.50095145107701,30.341794109282603,38.5686039191657,8.2268098098831,8.2268098098831,-6.137716952769022,32.950162720083185,33.05890831522012,2.679215503495574,7.178195714171041,30.00824616834685,39.16026254832444,9.152016379977589,9.152016379977589,3.112781325190113,1.2987494912915767,1.4796732325569928,0.7090011523372381,0.5026826340155316,0.217709012271259,2.741548529907583,2.523839517636324,2.523839517636324,-0.11931886060955699,12.701250508708423,12.721023823536434,0.7090011523372384,0.5026826340155318,11.258451470092416,13.78229098772874,2.5238395176363237,2.5238395176363237,0.11931886060955499,NORMAL
16,SYNTHETIC,160000,169000,9000,5.510205563166744,6.219366888000451,2.884121900891618,8.318159139202681,1.329230494350382,9.385514676613756,8.056284182263374,8.056284182263374,7.437394352201866,119919.82232822906,120100.236656346,6580.5058830072185,43303057.67629261,110696.76700559832,127216.01947241071,16519.252466812395,16519.252466812395,1158.3545428915822,34.83105375535136,34.89687162910634,2.1422753768249416,4.589343790150446,32.65213456112566,38.93743128716272,6.285296726037053,6.285296726037053,0.5429596176397951,35.0610691985765,35.22020137920267,3.3442505654062527,11.184011844220041,30.76638661450881,39.82230697473585,9.055920360227041,9.055920360227041,-3.78096492256514,1.4229303578899928,1.5481803012471973,0.6100257713940621,0.37213144176492047,0.254337221383249,2.608018194575291,2.353680973192042,2.353680973192042,-0.17985861070275,12.577069642110008,12.591854995363077,0.610025771394062,0.3721314417649204,11.39198180542471,13.745662778616753,2.353680973192043,2.353680973192043,0.17985861070275,NORMAL
17,SYNTHETIC,170000,179000,9000,5.642228777765466,6.332577711242122,2.8752034516318536,8.266794888275726,1.3952134506524951,9.732904963691366,8.337691513038871,8.337691513038871,4.02767359558811,119313.31415226897,119384.30563451324,4116.49096158883,16945497.83684253,114167.5868287003,125046.57828867104,10878.99145997074,10878.99145997074,-3722.0435300747777,34.711130765496776,34.79703134088651,2.44352023098269,5.970791119221697,31.51801733078831,39.6977157883101,8.179698457521788,8.179698457521788,5.520282924681702,35.81539700718344,35.97154509086769,3.3480432258504615,11.209393442163163,30.043636215147156,39.86591075849091,9.822274543343756,9.822274543343756,-4.793568982882704,2.287291590366326,2.3647082967097686,0.6001187458890946,0.3601425091674998,1.0261682528791214,2.987875441751106,1.9617071888719848,1.9617071888719848,-0.17695292014943798,11.712708409633672,11.728072339403047,0.600118745889095,0.3601425091675001,11.012124558248892,12.97383174712088,1.961707188871987,1.961707188871987,0.17695292014943753,NORMAL
18,SYNTHETIC,180000,189000,9000,5.866465790805956,6.318665861432399,2.3473639244341067,5.510117393734691,1.8313066789413344,8.862330429341196,7.031023750399861,7.031023750399861,-5.52932137960981,118621.5503446364,118798.94734060817,6489.813793282558,42117683.07148055,111719.6470022189,129807.76914720963,18088.12214499073,18088.12214499073,-1959.0196975550643,36.0244319275362,36.1485320616602,2.9927703739488347,8.956674511185847,31.421039258516423,39.67593025997472,8.254891001458297,8.254891001458297,1.4487695115582042,34.020576151052495,34.16549492423923,3.1434760645907245,9.881441768654788,30.576926716664403,39.37015000876264,8.79322329209824,8.79322329209824,-6.486964330657955,1.477756004960007,1.7127482791254165,0.8658775071866203,0.7497438574517157,0.3949108050360956,2.772634380350558,2.3777235753144628,2.3777235753144628,-0.6510150079289636,12.522243995039993,12.55214477803562,0.8658775071866203,0.7497438574517157,11.227365619649442,13.605089194963904,2.3777235753144623,2.3777235753144623,0.6510150079289634,NORMAL
19,SYNTHETIC,190000,199000,9000,4.911520910731337,5.631643603083547,2.7554259227205944,7.592372015600638,2.080269805221077,9.243955724697258,7.1636859194761815,7.1636859194761815,-5.513107403176425,121316.33535862577,121443.74563741541,5561.486276050459,30930129.59869761,113846.01358070268,129511.912916568,15665.899335865324,15665.899335865324,5719.912471586576,34.37394671266437,34.481103755104286,2.716303290352018,7.3783035651772,30.58848537332432,38.15901215463094,7.570526781306622,7.570526781306622,5.477383982226602,34.246377703635005,34.36458554417592,2.847868291012684,8.110353802955505,30.26855776926428,39.31794619552984,9.049388426265562,9.049388426265562,7.367651519081566,1.3959044075493612,1.627965325507493,0.8376884779194378,0.7017219860389844,0.4261609257805884,2.6769080074207854,2.250747081640197,2.250747081640197,0.06045337800054551,12.604095592450637,12.631901982269834,0.8376884779194377,0.7017219860389843,11.323091992579217,13.573839074219412,2.2507470816401955,2.2507470816401955,-0.06045337800054895,NORMAL
20,SYNTHETIC,200000,209000,9000,4.586092926601976,5.335655135186763,2.7270803783930155,7.436967390216192,1.1226393318321737,9.552072549336511,8.429433217504338,8.429433217504338,-2.385459178260792,118998.07457752181,119104.90614443952,5043.50220762363,25436914.51830443,110531.55529994585,126570.93849677572,16039.383196829876,16039.383196829876,-2955.291269896843,34.4684938259163,34.602729148135595,3.0449627045339653,9.271797872002802,31.041514938028715,39.37051430670507,8.328999368676353,8.328999368676353,-0.1452587327597321,34.866290635961576,35.06442300887465,3.722302813307347,13.855538233955787,30.03616244784941,39.28238648112165,9.246224033272238,9.246224033272238,-6.661542946370371,1.3568936917634649,1.5653233904173753,0.7804337421205354,0.6090768258402623,0.3725471954573136,2.457448168424348,2.0849009729670347,2.0849009729670347,-0.007182709180184155,12.643106308236536,12.66717071595748,0.7804337421205355,0.6090768258402626,11.542551831575652,13.627452804542688,2.084900972967036,2.084900972967036,0.0071827091801832665,NORMAL
21,SYNTHETIC,210000,219000,9000,5.675987937523372,6.192495481795795,2.475916239526392,6.130161225150509,2.089033472123033,9.162550448857267,7.0735169767342345,7.0735169767342345,-2.6108213279979235,119890.61186688588,119974.11921178715,4475.540953654797,20030466.82784129,111321.5842183879,126532.2296931586,15210.645474770703,15210.645474770703,-13836.622156269295,36.12600410502193,36.28902740800387,3.435889640660111,11.805337622795467,30.877593827715508,39.99765336914344,9.120059541427935,9.120059541427935,-6.850478894489811,34.30715749809302,34.3986595434767,2.5073338008849424,6.286722789060133,30.129933486717963,37.90648806600495,7.776554579286984,7.776554579286984,-0.21101836709285493,1.5390868437279952,1.728033722034395,0.7856921992430902,0.6173122319514437,0.3992727031341023,2.9325048583877056,2.5332321552536032,2.5332321552536032,-0.041282725198753756,12.460913156272005,12.485658529693344,0.78569219924309,0.6173122319514435,11.067495141612294,13.600727296865898,2.5332321552536037,2.5332321552536037,0.04128272519875331,NORMAL
22,SYNTHETIC,220000,229000,9000,5.346500322808184,5.963837128051042,2.6424018596973613,6.982287588132074,1.2187635241990555,9.409484662013336,8.19072113781428,8.19072113781428,-1.7164513346656411,119514.89502312693,119706.85319508228,6776.471757480359,45920569.47992895,110021.34930045494,128710.8388768531,18689.489576398162,18689.489576398162,1168.3845432118687,34.03041489381851,34.13571117276874,2.6791116858510104,7.177639425263443,30.38751331528429,38.98375383939374,8.59624052410945,8.59624052410945,2.9856558558304798,35.49205232406088,35.57670512490808,2.4527880810998486,6.016169370785478,31.390050785122654,38.11870153187586,6.728650746753203,6.728650746753203,2.0926610578557856,1.1425820119186336,1.3369976054836699,0.6943118486019337,0.4820689431090345,0.2394650072931962,2.6437007236260905,2.4042357163328942,2.4042357163328942,0.20734303971658763,12.857417988081366,12.876151065568754,0.6943118486019335,0.48206894310903425,11.35629927637391,13.760534992706804,2.4042357163328933,2.4042357163328933,-0.2073430397165854,NORMAL
23,SYNTHETIC,230000,239000,9000,5.609649748458617,6.326167173993173,2.924418029784206,8.552220812926937,1.156963698997492,9.50284082686,8.345877127862508,8.345877127862508,-0.2745212826239636,115859.52379303853,115921.20836220772,3781.1763519725264,14297294.604716262,111983.13941197628,123590.54018417916,11607.400772202876,11607.400772202876,-1609.724994107397,35.02527786776739,35.139829383556005,2.8350519203551956,8.037519391109683,30.940212021688303,39.49851379915863,8.558301777470326,8.558301777470326,1.9815679075355774,33.38276691108112,33.47338516868109,2.4613792904197807,6.058388011307383,30.99931808972364,39.54108279070008,8.54176470097644,8.54176470097644,-1.1726945556018862,1.6554607046640903,1.88552269559122,0.9025772492715814,0.8146456909026545,0.2917202447383467,2.93336242020265,2.641642175464303,2.641642175464303,-0.8985032401822366,12.34453929533591,12.377491511004767,0.9025772492715814,0.8146456909026545,11.06663757979735,13.708279755261652,2.641642175464302,2.641642175464302,0.8985032401822366,NORMAL
24,SYNTHETIC,240000,249000,9000,5.9976569866454055,6.256128924163804,1.7796796864330708,3.1672597863025134,3.0472385293046167,8.636102793228899,5.5888642639242825,5.5888642639242825,-3.551209450881193,119705.5848513119,119853.71815795213,5957.072409429458,35486711.69118569,111105.40819002457,128593.3324183911,17487.924228366537,17487.924228366537,1387.694694012287,33.18619369988937,33.21583600297713,1.4029643937372476,1.9683090900945228,30.60630742189405,36.26952340432269,5.663215982428639,5.663215982428639,0.4851490766207789,35.85079503352986,35.950673450849294,2.6779501551431357,7.171417033431146,31.14834674431949,39.19159898933312,8.043252245013633,8.043252245013633,-4.256769342710719,1.725666695717507,1.900733662402195,0.7967828503929308,0.6348629106802837,0.2582031085323564,2.592571261823468,2.334368153291112,2.334368153291112,0.04812390122304988,12.274333304282493,12.30016751818034,0.7967828503929311,0.6348629106802839,11.407428738176533,13.741796891467644,2.334368153291111,2.334368153291111,-0.04812390122304855,NORMAL
25,SYNTHETIC,250000,259000,9000,5.2122732164397725,5.777392323112356,2.4920814537936313,6.210469972342178,1.585717941205568,8.63391755942046,7.048199618214893,7.048199618214893,-0.5059767840469975,120026.59820321531,120219.38400636146,6805.587016041476,46316014.63291232,111996.6211435358,129933.54423038306,17936.923086847266,17936.923086847266,17936.923086847266,35.9516241158497,36.04587646865427,2.6049825001596125,6.785933826137826,30.587186816501497,39.66202625368176,9.074839437180263,9.074839437180263,-1.0480676125311632,34.14405460383576,34.278424490937745,3.0321478841247536,9.193920791202219,30.37310292402928,39.71359024085508,9.340487316825804,9.340487316825804,-9.283838984386094,1.279478599017785,1.53030849901694,0.8395109390704604,0.7047786168189663,0.2853465455490183,2.877324762150177,2.5919782166011585,2.5919782166011585,-0.17149554373992826,12.720521400982214,12.748193728119505,0.8395109390704605,0.7047786168189664,11.122675237849824,13.714653454450982,2.5919782166011576,2.5919782166011576,0.17149554373992615,NORMAL
26,SYNTHETIC,260000,269000,9000,3.7161356589829224,4.524169857926687,2.580396998023356,6.658448667407946,1.1861025437606725,9.104540157889565,7.918437614128893,7.918437614128893,-1.1002220051350724,120484.72223885758,120630.9425375259,5937.676693557209,35256004.517212465,110883.50205888324,129572.68287800878,18689.18081912554,18689.18081912554,8989.939466529686,35.776754785438854,35.885098424600045,2.7864145358885506,7.764105965811007,30.927854541267397,39.867119124482,8.939264583214605,8.939264583214605,1.710434190099356,33.934980384429636,34.06519684404357,2.9756919080798387,8.854742331811831,30.71777093060769,39.51542193150283,8.79765100089514,8.79765100089514,0.6086284302188361,2.1412565803064547,2.2180559379219167,0.5786124791645795,0.33479240104498087,0.9927782138850312,2.885677509387736,1.8928992955027046,1.8928992955027046,-0.5662557687485701,11.858743419693543,11.872850874797086,0.5786124791645793,0.33479240104498065,11.114322490612263,13.007221786114968,1.8928992955027049,1.8928992955027049,0.5662557687485705,NORMAL
