window_id,timestamp_start,timestamp_end,window_duration_ms,vibration_mean,vibration_rms,vibration_std,vibration_variance,vibration_min,vibration_max,vibration_range,vibration_peak_to_peak,vibration_trend,rpm_mean,rpm_rms,rpm_std,rpm_variance,rpm_min,rpm_max,rpm_range,rpm_peak_to_peak,rpm_trend,object_temperature_mean,object_temperature_rms,object_temperature_std,object_temperature_variance,object_temperature_min,object_temperature_max,object_temperature_range,object_temperature_peak_to_peak,object_temperature_trend,room_temperature_mean,room_temperature_rms,room_temperature_std,room_temperature_variance,room_temperature_min,room_temperature_max,room_temperature_range,room_temperature_peak_to_peak,room_temperature_trend,distance_mean,distance_rms,distance_std,distance_variance,distance_min,distance_max,distance_range,distance_peak_to_peak,distance_trend,belt_height_mean,belt_height_rms,belt_height_std,belt_height_variance,belt_height_min,belt_height_max,belt_height_range,belt_height_peak_to_peak,belt_height_trend,status
11,81171,87663,6492,10.77382,11.965297724252414,5.2051082829850905,27.093152237600002,4.7245,25.7528,21.0283,21.0283,-4.9341,106101.38499999998,107228.50838232512,15506.42160461739,240449110.98014492,83454.55,130083.68,46629.12999999999,46629.12999999999,16027.970000000001,32.12777777777777,32.12779222625379,0.030469576001781885,0.0009283950617283625,32.09,32.19,0.09999999999999432,0.09999999999999432,0.020000000000003126,32.10333333333333,32.10333887100634,0.018856180831641145,0.0003555555555555509,32.07,32.13,0.060000000000002274,0.060000000000002274,0.020000000000003126,2.0700000000000003,2.098628123322472,0.34545622009163485,0.11934000000000004,1.67,2.64,0.9700000000000002,0.9700000000000002,-0.020000000000000018,11.930000000000001,11.935000628403838,0.34545622009163507,0.1193400000000002,11.36,12.33,0.9700000000000006,0.9700000000000006,0.019999999999999574,WARNING_1
12,88380,94824,6444,6.91596,7.76736205040038,3.535733375185408,12.501410500399999,2.4975,10.4817,7.9841999999999995,7.9841999999999995,0.01249999999999929,118707.81999999999,120065.70517524934,18006.305286690542,324227030.0774998,90503.5,146592.33,56088.82999999999,56088.82999999999,1174.820000000007,32.120000000000005,32.1200065379819,0.02049390153191963,0.0004200000000000177,32.09,32.17,0.0799999999999983,0.0799999999999983,0.060000000000002274,32.107777777777784,32.107782545669515,0.01749779527558133,0.0003061728395061562,32.09,32.13,0.03999999999999915,0.03999999999999915,0.01999999999999602,2.456,2.6352912552505465,0.9554182330267724,0.912824,1.67,4.26,2.59,2.59,2.24,11.544,11.583469255797246,0.9554182330267725,0.9128240000000002,9.74,12.33,2.59,2.59,-2.24,WARNING_1
13,95541,102096,6555,9.174330000000001,9.41599518378169,2.119583532701648,4.492634352099999,2.8877,10.4757,7.587999999999999,7.587999999999999,6.770199999999999,114431.98399999998,115583.55316070942,16275.097513633642,264878799.07828397,85510.49,131732.97,46222.479999999996,46222.479999999996,7657.580000000002,32.163333333333334,32.16338584304968,0.05811865258054234,0.003377777777777781,32.11,32.25,0.14000000000000057,0.14000000000000057,0.14000000000000057,32.120000000000005,32.12000404732229,0.016124515496596974,0.000259999999999996,32.09,32.15,0.05999999999999517,0.05999999999999517,0.01999999999999602,6.967999999999999,11.688636361868735,9.38462551197436,88.071196,1.67,25.71,24.04,24.04,-24.02,7.031999999999999,11.72690155156084,9.38462551197436,88.07119600000001,-11.71,12.33,24.04,24.04,24.020000000000003,WARNING_1
14,102811,109297,6486,6.33911,7.1815769717381714,3.375015882762628,11.390732208900001,2.4886,9.6586,7.17,7.17,7.159599999999999,89346.38799999999,92568.7534447255,24211.506885442635,586197065.6638361,56637.41,126105.13,69467.72,69467.72,-3377.8600000000006,32.358,32.358017553614125,0.033704599092705304,0.0011359999999999914,32.31,32.39,0.0799999999999983,0.0799999999999983,0.0,32.136,32.13600753049451,0.021999999999999048,0.00048399999999995815,32.11,32.19,0.0799999999999983,0.0799999999999983,0.0,2.2,2.2468733831704895,0.45655229711392326,0.20844000000000004,1.69,2.66,0.9700000000000002,0.9700000000000002,-0.9700000000000002,11.8,11.808828900445633,0.45655229711392364,0.2084400000000004,11.34,12.31,0.9700000000000006,0.9700000000000006,0.9700000000000006,NORMAL
15,110012,116564,6552,9.653700000000002,11.584130007385104,6.402979332935568,40.99814433800001,2.499,26.2573,23.758300000000002,23.758300000000002,1.4267000000000003,114118.169,117802.50951150808,29231.40009127837,854474751.2963891,58987.17,145149.2,86162.03000000001,86162.03000000001,22421.930000000008,32.17888888888889,32.17892357152772,0.04724509250104217,0.002232098765432031,32.11,32.25,0.14000000000000057,0.14000000000000057,-0.060000000000002274,32.134,32.134003485404676,0.014966629547095066,0.00022399999999997907,32.11,32.15,0.03999999999999915,0.03999999999999915,0.03999999999999915,4.3919999999999995,6.1885151692469815,4.359822932184287,19.008056,1.67,17.22,15.549999999999999,15.549999999999999,0.33000000000000007,9.608,10.550910861153174,4.359822932184288,19.008056000000003,-3.22,12.33,15.55,15.55,-0.33000000000000007,WARNING_1
16,117279,123834,6555,11.94795,13.173579557166684,5.54884574902745,30.789689146500002,9.4044,28.2917,18.887299999999996,18.887299999999996,0.0,132505.193,132770.66790838935,8391.905914186658,70424084.87256101,120540.16,145149.2,24609.040000000008,24609.040000000008,-13359.870000000024,32.16142857142857,32.1614478618645,0.0352252228741076,0.0012408163265305533,32.11,32.21,0.10000000000000142,0.10000000000000142,-0.0799999999999983,32.1188888888889,32.11889734512483,0.02330686329266999,0.0005432098765432077,32.07,32.15,0.0799999999999983,0.0799999999999983,-0.020000000000003126,2.22,2.260324460484969,0.42504901678120227,0.18066666666666675,1.69,2.66,0.9700000000000002,0.9700000000000002,0.6600000000000001,11.780000000000001,11.78766587016559,0.4250490167812026,0.18066666666666703,11.34,12.31,0.9700000000000006,0.9700000000000006,-0.6600000000000001,WARNING_1
17,124600,131080,6480,10.588940000000001,10.953110577822173,2.8008893241968695,7.844981006399996,9.6479,18.9916,9.343699999999998,9.343699999999998,-0.004999999999999005,116034.91200000001,117398.23263280065,17839.400843566353,318244222.45743585,94435.15,144015.8,49580.649999999994,49580.649999999994,-12460.659999999989,32.16111111111111,32.16114028520202,0.04331908597692821,0.0018765432098764984,32.11,32.25,0.14000000000000057,0.14000000000000057,0.0799999999999983,32.10555555555556,32.10555663225085,0.008314794192829326,6.913580246910829e-05,32.09,32.11,0.01999999999999602,0.01999999999999602,0.0,2.072,2.138878210651556,0.5306750418099574,0.28161600000000003,1.69,2.97,1.2800000000000002,1.2800000000000002,1.2800000000000002,11.928,11.939798993282928,0.5306750418099578,0.28161600000000053,11.03,12.31,1.2800000000000011,1.2800000000000011,-1.2800000000000011,WARNING_1
18,131795,138344,6549,8.7374,9.005882421506511,2.182603818836575,4.76375943,2.491,10.4839,7.992900000000001,7.992900000000001,-1.4336000000000002,110470.374,110728.80772425882,7560.775643808244,57165328.336003974,95874.13,119328.67,23454.539999999994,23454.539999999994,-23454.539999999994,32.17444444444445,32.17448419684973,0.050576918563293445,0.002558024691358017,32.11,32.25,0.14000000000000057,0.14000000000000057,0.10000000000000142,32.116,32.11600130775935,0.009165151389913112,8.400000000002626e-05,32.11,32.13,0.020000000000003126,0.020000000000003126,0.0,8.050999999999998,15.191507825097545,12.882674761089017,165.96330899999995,1.69,43.66,41.97,41.97,-2.57,5.949,14.189922832771149,12.882674761089019,165.96330900000004,-29.66,12.31,41.97,41.97,2.5700000000000003,WARNING_1
19,139059,145514,6455,12.519570000000002,14.444035991197197,7.203509056709792,51.890542730099995,4.0784,28.0719,23.993499999999997,23.993499999999997,-0.21620000000000061,112128.44500000002,112948.0514706025,13582.126228534507,184474152.88784498,95874.13,140388.34,44514.20999999999,44514.20999999999,44514.20999999999,132.58,328.9201916878926,301.01667080080466,90611.03610000001,32.17,1035.63,1003.4600000000002,1003.4600000000002,-0.01999999999999602,34.682500000000005,35.33966892883973,6.78353843875009,46.016393750000006,32.09,52.63,20.54,20.54,0.01999999999999602,2.1050000000000004,2.148327256262416,0.42928428808890745,0.1842850000000001,1.69,2.66,0.9700000000000002,0.9700000000000002,0.0,11.895000000000001,11.90274380132581,0.42928428808890773,0.18428500000000034,11.34,12.31,0.9700000000000006,0.9700000000000006,0.0,WARNING_1
20,146229,152727,6498,9.69521,9.905085996446473,2.0282089766343114,4.113631652900001,4.7216,13.4425,8.7209,8.7209,6.504500000000001,117893.26999999999,118842.1139282316,14987.492506683026,224624931.63787985,98379.89,140388.34,42008.45,42008.45,-32689.59999999999,32.209999999999994,32.21005464136936,0.05932958789676572,0.0035200000000000496,32.11,32.31,0.20000000000000284,0.20000000000000284,-0.060000000000002274,32.114,32.11400597870032,0.019595917942264573,0.00038399999999996656,32.09,32.15,0.05999999999999517,0.05999999999999517,-0.01999999999999602,9.676,16.61329768589006,13.504691184917927,182.37668399999998,2.0,36.67,34.67,34.67,-0.6600000000000001,4.324,14.180044428703317,13.50469118491793,182.376684,-22.67,12.0,34.67,34.67,0.6600000000000001,WARNING_1
21,153442,159987,6545,8.850739999999998,9.0727556343153,1.9948173481298983,3.9792962523999997,2.9983,9.6627,6.664399999999999,6.664399999999999,-6.6530000000000005,93923.671,94264.84138786682,8012.761556632584,64204347.76344903,81078.89,107698.74,26619.850000000006,26619.850000000006,-20506.01000000001,32.186,32.18600720810209,0.02154065922853716,0.00046399999999996314,32.13,32.21,0.0799999999999983,0.0799999999999983,0.0,32.123333333333335,32.12333748400236,0.016329931618554172,0.0002666666666666553,32.09,32.15,0.05999999999999517,0.05999999999999517,0.0,2.229,2.260528699220605,0.37622998285623127,0.14154900000000006,1.69,2.64,0.9500000000000002,0.9500000000000002,0.9500000000000002,11.771,11.777011080915226,0.3762299828562316,0.1415490000000003,11.36,12.31,0.9500000000000011,0.9500000000000011,-0.9500000000000011,WARNING_1
22,160702,167149,6447,8.1681,8.659953421006374,2.876966396049839,8.276935644,2.499,10.4764,7.977399999999999,7.977399999999999,7.1445,30871.267,40586.54290063753,26348.28909891496,694232338.4400009,5706.29,87192.73,81486.44,81486.44,-26857.069999999992,32.23199999999999,32.23210852550606,0.08364209466530484,0.006995999999999817,32.13,32.41,0.27999999999999403,0.27999999999999403,0.27999999999999403,32.126,32.12600473136988,0.017435595774162486,0.00030399999999999275,32.11,32.15,0.03999999999999915,0.03999999999999915,0.0,2.7409999999999997,2.895232287744802,0.9323566914008823,0.869289,1.69,4.57,2.8800000000000003,2.8800000000000003,1.6199999999999997,11.258999999999999,11.297538227419283,0.9323566914008824,0.8692890000000002,9.43,12.31,2.880000000000001,2.880000000000001,-1.6199999999999992,NORMAL
23,167864,174298,6434,9.01309,9.273345632995676,2.1815471301120217,4.759147880899999,2.499,10.3646,7.865599999999999,7.865599999999999,-7.865599999999999,39326.734000000004,45172.00518912018,22224.267045262575,493918045.69914407,2181.82,74727.27,72545.45,72545.45,-58153.840000000004,32.378,32.37859447227443,0.1962039754948918,0.0384960000000001,32.11,32.69,0.5799999999999983,0.5799999999999983,-0.480000000000004,32.13,32.130009682884044,0.02494438257849241,0.0006222222222221957,32.11,32.19,0.0799999999999983,0.0799999999999983,0.0,2.6422222222222222,2.675834241669108,0.4227890931468676,0.17875061728395067,1.98,3.41,1.4300000000000002,1.4300000000000002,-0.6400000000000001,11.357777777777777,11.365644137780604,0.4227890931468674,0.17875061728395053,10.59,12.02,1.4299999999999997,1.4299999999999997,0.6400000000000006,NORMAL
24,175013,181448,6435,9.163459999999997,9.282802729887132,1.483720779122541,2.2014273504000004,4.7123,9.6586,4.9463,4.9463,0.0,21973.427000000003,31960.769850783476,23209.035208953024,538659315.3304211,2181.82,62895.11,60713.29,60713.29,60713.29,32.168,32.16802045510417,0.036276714294433826,0.0013159999999999793,32.11,32.21,0.10000000000000142,0.10000000000000142,0.03999999999999915,32.122,32.12200398480767,0.015999999999999837,0.0002559999999999948,32.09,32.15,0.05999999999999517,0.05999999999999517,0.05999999999999517,2.068,2.1064662351910606,0.40071935316378227,0.16057600000000005,1.67,2.64,0.9700000000000002,0.9700000000000002,0.6600000000000001,11.932,11.938726900302226,0.4007193531637825,0.16057600000000025,11.36,12.33,0.9700000000000006,0.9700000000000006,-0.6600000000000001,NORMAL
25,182163,188840,6677,9.614790000000001,9.63035629335696,0.547334991481451,0.2995755929,8.2384,10.6575,2.4191000000000003,2.4191000000000003,-0.012800000000000367,72705.303,78808.5214123089,30409.24140573949,924721962.8725411,25510.49,110973.45,85462.95999999999,85462.95999999999,40927.83,32.18333333333334,32.1833485240772,0.03126943839882203,0.0009777777777777257,32.13,32.25,0.11999999999999744,0.11999999999999744,0.060000000000002274,32.13,32.13000311235591,0.014142135623730649,0.00019999999999999147,32.11,32.15,0.03999999999999915,0.03999999999999915,0.01999999999999602,4.157777777777778,6.184056561477713,4.577711164563884,20.955439506172834,1.69,16.88,15.19,15.19,-0.9500000000000002,9.842222222222224,10.85471223836808,4.577711164563885,20.955439506172844,-2.88,12.31,15.190000000000001,15.190000000000001,0.9500000000000011,WARNING_1
26,189555,196126,6571,9.62775,11.388013950597356,6.082211084507016,36.99329167650001,2.499,25.5621,23.063100000000002,23.063100000000002,7.1445,100089.016,100734.11261132844,11382.017384609107,129550319.74354394,78041.96,109763.99,31722.03,31722.03,-3466.040000000008,32.216,32.21601496150634,0.031048349392520005,0.0009639999999999973,32.17,32.27,0.10000000000000142,0.10000000000000142,-0.03999999999999915,32.14,32.14000155569381,0.00999999999999801,9.999999999996021e-05,32.13,32.15,0.01999999999999602,0.01999999999999602,-0.01999999999999602,2.2619999999999996,2.2963754048499996,0.39584845585147865,0.15669600000000006,1.69,2.64,0.9500000000000002,0.9500000000000002,0.9500000000000002,11.738000000000001,11.74467283494947,0.39584845585147904,0.15669600000000034,11.36,12.31,0.9500000000000011,0.9500000000000011,-0.9500000000000011,WARNING_1
27,196841,203300,6459,9.44502,9.468886881149231,0.6718749642604639,0.4514159675999997,8.1439,10.4729,2.328999999999999,2.328999999999999,1.5046,100426.539,101143.6050235761,12022.441584247725,144539101.64664894,77399.16,113278.01,35878.84999999999,35878.84999999999,12921.11,34.46111111111111,35.06121012679904,6.459123511995251,41.720276543209856,32.11,52.73,20.619999999999997,20.619999999999997,0.0799999999999983,32.134,32.134003485404676,0.014966629547095066,0.00022399999999997907,32.11,32.15,0.03999999999999915,0.03999999999999915,0.0,2.55,2.6451654012556567,0.7031358332498778,0.49440000000000006,1.67,3.93,2.2600000000000002,2.2600000000000002,0.33000000000000007,11.45,11.471569203905803,0.7031358332498778,0.49440000000000006,10.07,12.33,2.26,2.26,-0.33000000000000007,WARNING_1
28,204065,210502,6437,8.30316,8.648327554620026,2.418905435605121,5.8511035064,2.8813,9.6815,6.8002,6.8002,0.00990000000000002,93008.305,93608.82813054006,10586.212967816438,112067904.99996492,77472.07,113278.01,35805.93999999999,35805.93999999999,-18620.67,32.1575,32.15751856098353,0.03455068740271217,0.0011937499999999336,32.11,32.21,0.10000000000000142,0.10000000000000142,0.05999999999999517,32.12777777777777,32.12778115933658,0.014740554623801699,0.00021728395061728167,32.11,32.15,0.03999999999999915,0.03999999999999915,-0.020000000000003126,4.037,5.942086333940293,4.360162955670349,19.011020999999996,1.69,16.88,15.19,15.19,-1.6,9.963,10.875311030034958,4.36016295567035,19.011021000000003,-2.88,12.31,15.190000000000001,15.190000000000001,1.5999999999999996,WARNING_1
29,211217,217704,6487,8.12911,8.575852290530662,2.731814985847321,7.4628131169,2.499,9.6586,7.159599999999999,7.159599999999999,-1.4196000000000009,90145.214,90576.11183446582,8824.535565335094,77872427.94386399,77874.13,109216.22,31342.089999999997,31342.089999999997,14558.880000000005,32.21000000000001,32.21001931766643,0.03527668414752847,0.0012444444444444864,32.17,32.27,0.10000000000000142,0.10000000000000142,0.0,32.13,32.13000248988475,0.012649110640673249,0.00015999999999999318,32.11,32.15,0.03999999999999915,0.03999999999999915,0.020000000000003126,2.454,2.4755645820701186,0.32604294195703737,0.10630400000000004,1.69,2.66,0.9700000000000002,0.9700000000000002,0.33000000000000007,11.546000000000001,11.55060258168378,0.32604294195703765,0.1063040000000002,11.34,12.31,0.9700000000000006,0.9700000000000006,-0.33000000000000007,NORMAL
30,218419,224979,6560,7.448499999999998,8.44586345804856,3.981514448297281,15.852457302,2.5086,14.0948,11.5862,11.5862,-0.013999999999999346,97535.777,98606.9112910547,14494.65968445624,210095159.36820102,79594.41,117735.07,38140.66,38140.66,-29409.190000000002,32.155,32.15502293577164,0.03840572873934326,0.001475000000000017,32.11,32.21,0.10000000000000142,0.10000000000000142,-0.10000000000000142,32.128,32.12800429531843,0.016613247725835924,0.0002759999999999925,32.11,32.15,0.03999999999999915,0.03999999999999915,0.0,4.2299999999999995,6.306875436995548,4.678010023266065,21.88377777777777,1.69,17.22,15.53,15.53,-0.6200000000000001,9.770000000000001,10.832205582326148,4.678010023266066,21.88377777777778,-3.22,12.31,15.530000000000001,15.530000000000001,0.620000000000001,WARNING_1
31,225694,232129,6435,8.39094,8.898778621810973,2.9631717595171563,8.7803868764,2.4865,10.4839,7.997400000000001,7.997400000000001,0.0,96977.907,98193.46489902193,15402.66544383799,237242102.77480093,73258.74,122643.36,49384.619999999995,49384.619999999995,42836.33,32.208000000000006,32.208060171329784,0.06225752966509344,0.0038759999999999897,32.09,32.31,0.21999999999999886,0.21999999999999886,0.1599999999999966,32.120000000000005,32.120002801992406,0.013416407864999248,0.00018000000000001365,32.11,32.15,0.03999999999999915,0.03999999999999915,0.0,2.419,2.435982348047703,0.2871393389976372,0.08244900000000004,1.69,2.66,0.9700000000000002,0.9700000000000002,0.0,11.581,11.5845591197939,0.28713933899763744,0.08244900000000015,11.34,12.31,0.9700000000000006,0.9700000000000006,0.0,WARNING_1
